feature,importance
ZIP_code_78104.0,0.0
ZIP_code_78108.0,0.0
ZIP_code_78109.0,0.0
ZIP_code_78112.0,0.0
ZIP_code_78114.0,0.0
ZIP_code_78130.0,0.0
ZIP_code_78132.0,0.0
ZIP_code_78148.0,0.0
ZIP_code_78154.0,0.0
ZIP_code_78155.0,0.0
ZIP_code_78160.0,0.0
ZIP_code_782.0,0.0
ZIP_code_7820.0,0.0
ZIP_code_78201.0,0.0
ZIP_code_78203.0,0.0
ZIP_code_78204.0,0.0
ZIP_code_78205.0,0.0
ZIP_code_78207.0,0.0
ZIP_code_78209.0,0.0
ZIP_code_7821.0,0.0
ZIP_code_78210.0,0.0
ZIP_code_78212.0,0.0
Company_54,0.0
ZIP_code_78214.0,0.0
ZIP_code_78217.0,0.0
ZIP_code_78220.0,0.0
ZIP_code_78222.0,0.0
ZIP_code_78223.0,0.0
ZIP_code_78224.0,0.0
Company_57,0.0
ZIP_code_78227.0,0.0
ZIP_code_78228.0,0.0
ZIP_code_78229.0,0.0
ZIP_code_7823.0,0.0
ZIP_code_78230.0,0.0
ZIP_code_78232.0,0.0
ZIP_code_78233.0,0.0
ZIP_code_78234.0,0.0
ZIP_code_78239.0,0.0
ZIP_code_78240.0,0.0
ZIP_code_78242.0,0.0
ZIP_code_78244.0,0.0
ZIP_code_78245.0,0.0
Company_58,0.0
ZIP_code_78249.0,0.0
ZIP_code_78250.0,0.0
ZIP_code_78251.0,0.0
ZIP_code_78252.0,0.0
ZIP_code_78253.0,0.0
ZIP_code_78254.0,0.0
ZIP_code_78255.0,0.0
ZIP_code_78258.0,0.0
ZIP_code_78259.0,0.0
ZIP_code_78260.0,0.0
ZIP_code_78261.0,0.0
ZIP_code_7827.0,0.0
ZIP_code_7828.0,0.0
ZIP_code_7830.0,0.0
ZIP_code_78335.0,0.0
ZIP_code_78383.0,0.0
ZIP_code_7840.0,0.0
ZIP_code_78403.0,0.0
ZIP_code_78404.0,0.0
ZIP_code_78405.0,0.0
ZIP_code_78410.0,0.0
ZIP_code_78411.0,0.0
ZIP_code_78412.0,0.0
ZIP_code_78413.0,0.0
ZIP_code_78414.0,0.0
ZIP_code_78416.0,0.0
ZIP_code_78418.0,0.0
ZIP_code_78419.0,0.0
ZIP_code_7848.0,0.0
ZIP_code_78501.0,0.0
ZIP_code_78526.0,0.0
ZIP_code_78550.0,0.0
ZIP_code_78552.0,0.0
ZIP_code_78553.0,0.0
ZIP_code_78572.0,0.0
ZIP_code_78573.0,0.0
ZIP_code_78574.0,0.0
ZIP_code_78577.0,0.0
ZIP_code_78586.0,0.0
ZIP_code_78589.0,0.0
ZIP_code_78596.0,0.0
ZIP_code_78599.0,0.0
ZIP_code_78602.0,0.0
ZIP_code_78612.0,0.0
ZIP_code_78613.0,0.0
ZIP_code_78621.0,0.0
Company_59,0.0
ZIP_code_78628.0,0.0
ZIP_code_78634.0,0.0
ZIP_code_78641.0,0.0
ZIP_code_78644.0,0.0
ZIP_code_78645.0,0.0
ZIP_code_78652.0,0.0
ZIP_code_78653.0,0.0
ZIP_code_78659.0,0.0
ZIP_code_7866.0,0.0
ZIP_code_78660.0,0.0
ZIP_code_78664.0,0.0
ZIP_code_78665.0,0.0
Company_61,0.0
ZIP_code_78669.0,0.0
ZIP_code_78681.0,0.0
ZIP_code_7869.0,0.0
ZIP_code_78691.0,0.0
ZIP_code_78701.0,0.0
ZIP_code_78702.0,0.0
ZIP_code_78703.0,0.0
Company_62,0.0
ZIP_code_78708.0,0.0
ZIP_code_7871.0,0.0
ZIP_code_78714.0,0.0
ZIP_code_78715.0,0.0
ZIP_code_78717.0,0.0
ZIP_code_78721.0,0.0
ZIP_code_78723.0,0.0
ZIP_code_78724.0,0.0
ZIP_code_78725.0,0.0
ZIP_code_78726.0,0.0
ZIP_code_78727.0,0.0
ZIP_code_78728.0,0.0
ZIP_code_78729.0,0.0
ZIP_code_78731.0,0.0
ZIP_code_78732.0,0.0
ZIP_code_78734.0,0.0
ZIP_code_78737.0,0.0
ZIP_code_78738.0,0.0
ZIP_code_78739.0,0.0
ZIP_code_7874.0,0.0
ZIP_code_78741.0,0.0
ZIP_code_78744.0,0.0
Company_63,0.0
ZIP_code_78748.0,0.0
ZIP_code_78750.0,0.0
ZIP_code_78752.0,0.0
ZIP_code_78753.0,0.0
ZIP_code_78754.0,0.0
ZIP_code_78757.0,0.0
ZIP_code_78758.0,0.0
ZIP_code_78759.0,0.0
ZIP_code_7876.0,0.0
ZIP_code_78764.0,0.0
ZIP_code_78765.0,0.0
ZIP_code_7882.0,0.0
ZIP_code_7883.0,0.0
ZIP_code_78832.0,0.0
ZIP_code_78833.0,0.0
ZIP_code_78840.0,0.0
ZIP_code_78844.0,0.0
ZIP_code_7885.0,0.0
ZIP_code_78861.0,0.0
ZIP_code_78950.0,0.0
ZIP_code_78957.0,0.0
ZIP_code_7901.0,0.0
ZIP_code_79107.0,0.0
ZIP_code_79109.0,0.0
ZIP_code_7920.0,0.0
ZIP_code_7921.0,0.0
ZIP_code_7922.0,0.0
ZIP_code_79226.0,0.0
ZIP_code_79245.0,0.0
ZIP_code_7926.0,0.0
ZIP_code_7927.0,0.0
ZIP_code_7928.0,0.0
ZIP_code_79311.0,0.0
ZIP_code_79316.0,0.0
ZIP_code_79323.0,0.0
ZIP_code_79342.0,0.0
ZIP_code_7935.0,0.0
ZIP_code_79360.0,0.0
ZIP_code_79363.0,0.0
ZIP_code_79372.0,0.0
ZIP_code_7939.0,0.0
ZIP_code_7940.0,0.0
ZIP_code_79403.0,0.0
ZIP_code_79404.0,0.0
ZIP_code_79407.0,0.0
ZIP_code_79410.0,0.0
ZIP_code_79411.0,0.0
ZIP_code_79413.0,0.0
ZIP_code_79414.0,0.0
ZIP_code_79415.0,0.0
ZIP_code_79416.0,0.0
ZIP_code_79423.0,0.0
Company_64,0.0
ZIP_code_7945.0,0.0
ZIP_code_79452.0,0.0
ZIP_code_795.0,0.0
Company_65,0.0
ZIP_code_79508.0,0.0
ZIP_code_79510.0,0.0
ZIP_code_79549.0,0.0
ZIP_code_79556.0,0.0
ZIP_code_7960.0,0.0
ZIP_code_79606.0,0.0
ZIP_code_79612.0,0.0
ZIP_code_79703.0,0.0
ZIP_code_79705.0,0.0
ZIP_code_79720.0,0.0
ZIP_code_79762.0,0.0
Company_66,0.0
ZIP_code_79764.0,0.0
ZIP_code_79782.0,0.0
ZIP_code_7981.0,0.0
ZIP_code_79836.0,0.0
ZIP_code_79902.0,0.0
ZIP_code_79903.0,0.0
ZIP_code_79904.0,0.0
ZIP_code_79906.0,0.0
ZIP_code_79907.0,0.0
ZIP_code_79911.0,0.0
ZIP_code_79912.0,0.0
ZIP_code_79915.0,0.0
ZIP_code_79924.0,0.0
ZIP_code_79925.0,0.0
ZIP_code_79929.0,0.0
ZIP_code_79932.0,0.0
ZIP_code_79935.0,0.0
Company_67,0.0
ZIP_code_79938.0,0.0
ZIP_code_80003.0,0.0
ZIP_code_80004.0,0.0
ZIP_code_80005.0,0.0
ZIP_code_80007.0,0.0
ZIP_code_80010.0,0.0
Company_70,0.0
Company_71,0.0
ZIP_code_80013.0,0.0
ZIP_code_80014.0,0.0
ZIP_code_80015.0,0.0
ZIP_code_80016.0,0.0
ZIP_code_80017.0,0.0
ZIP_code_80018.0,0.0
ZIP_code_80020.0,0.0
ZIP_code_80021.0,0.0
ZIP_code_80026.0,0.0
ZIP_code_80027.0,0.0
ZIP_code_8003.0,0.0
ZIP_code_80030.0,0.0
ZIP_code_80031.0,0.0
ZIP_code_80033.0,0.0
ZIP_code_80038.0,0.0
ZIP_code_8004.0,0.0
ZIP_code_80041.0,0.0
ZIP_code_80047.0,0.0
ZIP_code_8005.0,0.0
ZIP_code_8008.0,0.0
ZIP_code_8009.0,0.0
ZIP_code_801.0,0.0
ZIP_code_8010.0,0.0
ZIP_code_80104.0,0.0
ZIP_code_80106.0,0.0
ZIP_code_80107.0,0.0
ZIP_code_80108.0,0.0
ZIP_code_80109.0,0.0
ZIP_code_80110.0,0.0
ZIP_code_80111.0,0.0
ZIP_code_80112.0,0.0
ZIP_code_80118.0,0.0
ZIP_code_8012.0,0.0
ZIP_code_80120.0,0.0
ZIP_code_80121.0,0.0
ZIP_code_80123.0,0.0
ZIP_code_80124.0,0.0
ZIP_code_80125.0,0.0
ZIP_code_80127.0,0.0
ZIP_code_80128.0,0.0
ZIP_code_80129.0,0.0
ZIP_code_80130.0,0.0
ZIP_code_80132.0,0.0
ZIP_code_80134.0,0.0
ZIP_code_80136.0,0.0
Company_72,0.0
ZIP_code_8015.0,0.0
ZIP_code_8016.0,0.0
ZIP_code_80201.0,0.0
ZIP_code_80202.0,0.0
ZIP_code_80203.0,0.0
ZIP_code_80204.0,0.0
ZIP_code_80205.0,0.0
ZIP_code_80206.0,0.0
ZIP_code_80207.0,0.0
ZIP_code_80209.0,0.0
ZIP_code_8021.0,0.0
ZIP_code_80210.0,0.0
ZIP_code_80211.0,0.0
ZIP_code_80212.0,0.0
ZIP_code_80214.0,0.0
ZIP_code_80219.0,0.0
ZIP_code_8022.0,0.0
ZIP_code_80220.0,0.0
ZIP_code_80221.0,0.0
ZIP_code_80222.0,0.0
ZIP_code_80223.0,0.0
Company_74,0.0
ZIP_code_80228.0,0.0
Company_77,0.0
ZIP_code_80231.0,0.0
ZIP_code_80232.0,0.0
ZIP_code_80233.0,0.0
ZIP_code_80234.0,0.0
ZIP_code_80236.0,0.0
ZIP_code_80237.0,0.0
ZIP_code_80238.0,0.0
ZIP_code_80239.0,0.0
ZIP_code_80241.0,0.0
ZIP_code_80247.0,0.0
Company_78,0.0
ZIP_code_8030.0,0.0
ZIP_code_80301.0,0.0
ZIP_code_80302.0,0.0
Company_79,0.0
ZIP_code_80306.0,0.0
ZIP_code_8031.0,0.0
ZIP_code_8033.0,0.0
ZIP_code_8037.0,0.0
ZIP_code_80401.0,0.0
ZIP_code_80402.0,0.0
ZIP_code_80403.0,0.0
ZIP_code_80405.0,0.0
ZIP_code_80421.0,0.0
ZIP_code_80422.0,0.0
ZIP_code_8043.0,0.0
ZIP_code_80437.0,0.0
ZIP_code_80439.0,0.0
ZIP_code_8045.0,0.0
ZIP_code_80452.0,0.0
Company_80,0.0
ZIP_code_8048.0,0.0
ZIP_code_8049.0,0.0
ZIP_code_8050.0,0.0
ZIP_code_80501.0,0.0
ZIP_code_8051.0,0.0
ZIP_code_80513.0,0.0
ZIP_code_80516.0,0.0
ZIP_code_80517.0,0.0
ZIP_code_8052.0,0.0
ZIP_code_80521.0,0.0
ZIP_code_80524.0,0.0
ZIP_code_80525.0,0.0
ZIP_code_80526.0,0.0
ZIP_code_8053.0,0.0
ZIP_code_80534.0,0.0
ZIP_code_80535.0,0.0
ZIP_code_80536.0,0.0
Company_82,0.0
ZIP_code_80538.0,0.0
ZIP_code_8054.0,0.0
ZIP_code_80540.0,0.0
ZIP_code_80544.0,0.0
ZIP_code_80549.0,0.0
ZIP_code_80550.0,0.0
ZIP_code_8056.0,0.0
ZIP_code_8057.0,0.0
ZIP_code_8059.0,0.0
Company_83,0.0
ZIP_code_80602.0,0.0
ZIP_code_80603.0,0.0
ZIP_code_8061.0,0.0
Company_84,0.0
ZIP_code_80631.0,0.0
ZIP_code_80634.0,0.0
ZIP_code_8067.0,0.0
ZIP_code_80759.0,0.0
ZIP_code_8077.0,0.0
Company_85,0.0
Company_86,0.0
ZIP_code_80814.0,0.0
ZIP_code_8083.0,0.0
ZIP_code_80831.0,0.0
ZIP_code_8085.0,0.0
ZIP_code_8086.0,0.0
ZIP_code_8088.0,0.0
ZIP_code_8090.0,0.0
ZIP_code_80903.0,0.0
ZIP_code_80904.0,0.0
ZIP_code_80905.0,0.0
ZIP_code_80906.0,0.0
ZIP_code_80907.0,0.0
ZIP_code_80909.0,0.0
ZIP_code_80910.0,0.0
ZIP_code_80911.0,0.0
ZIP_code_80916.0,0.0
ZIP_code_80917.0,0.0
ZIP_code_80918.0,0.0
ZIP_code_80919.0,0.0
ZIP_code_80920.0,0.0
ZIP_code_80922.0,0.0
ZIP_code_80923.0,0.0
ZIP_code_80926.0,0.0
Company_87,0.0
ZIP_code_8096.0,0.0
ZIP_code_8098.0,0.0
ZIP_code_81001.0,0.0
ZIP_code_81003.0,0.0
ZIP_code_81005.0,0.0
ZIP_code_81006.0,0.0
ZIP_code_81007.0,0.0
ZIP_code_8101.0,0.0
ZIP_code_81019.0,0.0
ZIP_code_8102.0,0.0
ZIP_code_8103.0,0.0
ZIP_code_8105.0,0.0
ZIP_code_8107.0,0.0
ZIP_code_8109.0,0.0
ZIP_code_8110.0,0.0
ZIP_code_81144.0,0.0
ZIP_code_81212.0,0.0
ZIP_code_81301.0,0.0
ZIP_code_81303.0,0.0
ZIP_code_81321.0,0.0
ZIP_code_81323.0,0.0
ZIP_code_81401.0,0.0
ZIP_code_81403.0,0.0
ZIP_code_81501.0,0.0
ZIP_code_81503.0,0.0
ZIP_code_81505.0,0.0
ZIP_code_81507.0,0.0
ZIP_code_81520.0,0.0
ZIP_code_81621.0,0.0
ZIP_code_81623.0,0.0
ZIP_code_81625.0,0.0
ZIP_code_82001.0,0.0
ZIP_code_82009.0,0.0
ZIP_code_8204.0,0.0
ZIP_code_8205.0,0.0
ZIP_code_8210.0,0.0
ZIP_code_8215.0,0.0
ZIP_code_82225.0,0.0
ZIP_code_8223.0,0.0
ZIP_code_8225.0,0.0
ZIP_code_8232.0,0.0
Company_88,0.0
ZIP_code_82426.0,0.0
ZIP_code_82435.0,0.0
ZIP_code_8244.0,0.0
ZIP_code_82501.0,0.0
ZIP_code_8251.0,0.0
ZIP_code_82513.0,0.0
ZIP_code_8260.0,0.0
ZIP_code_82604.0,0.0
ZIP_code_82609.0,0.0
ZIP_code_82636.0,0.0
ZIP_code_82656.0,0.0
ZIP_code_82718.0,0.0
ZIP_code_82732.0,0.0
ZIP_code_82801.0,0.0
ZIP_code_82902.0,0.0
ZIP_code_82935.0,0.0
ZIP_code_82937.0,0.0
ZIP_code_8302.0,0.0
ZIP_code_831.0,0.0
ZIP_code_8311.0,0.0
ZIP_code_83201.0,0.0
ZIP_code_83202.0,0.0
ZIP_code_8322.0,0.0
ZIP_code_83226.0,0.0
ZIP_code_8330.0,0.0
ZIP_code_83301.0,0.0
ZIP_code_8332.0,0.0
ZIP_code_83328.0,0.0
ZIP_code_83340.0,0.0
ZIP_code_83341.0,0.0
ZIP_code_83352.0,0.0
ZIP_code_83401.0,0.0
ZIP_code_83402.0,0.0
ZIP_code_83404.0,0.0
ZIP_code_83405.0,0.0
ZIP_code_83406.0,0.0
ZIP_code_83422.0,0.0
ZIP_code_83445.0,0.0
ZIP_code_83455.0,0.0
ZIP_code_83501.0,0.0
ZIP_code_83554.0,0.0
ZIP_code_8360.0,0.0
ZIP_code_83605.0,0.0
ZIP_code_83607.0,0.0
ZIP_code_8361.0,0.0
ZIP_code_83616.0,0.0
ZIP_code_83642.0,0.0
ZIP_code_83646.0,0.0
ZIP_code_83647.0,0.0
ZIP_code_83655.0,0.0
ZIP_code_83661.0,0.0
ZIP_code_83672.0,0.0
ZIP_code_83686.0,0.0
ZIP_code_83687.0,0.0
ZIP_code_83702.0,0.0
ZIP_code_83703.0,0.0
ZIP_code_83705.0,0.0
ZIP_code_83709.0,0.0
ZIP_code_83712.0,0.0
ZIP_code_83713.0,0.0
ZIP_code_83714.0,0.0
ZIP_code_83716.0,0.0
ZIP_code_83805.0,0.0
ZIP_code_83814.0,0.0
ZIP_code_83835.0,0.0
ZIP_code_83843.0,0.0
ZIP_code_83852.0,0.0
ZIP_code_83854.0,0.0
ZIP_code_83858.0,0.0
ZIP_code_83864.0,0.0
Company_89,0.0
ZIP_code_84003.0,0.0
ZIP_code_84005.0,0.0
ZIP_code_8401.0,0.0
ZIP_code_84010.0,0.0
ZIP_code_84011.0,0.0
ZIP_code_8402.0,0.0
ZIP_code_84020.0,0.0
ZIP_code_84025.0,0.0
ZIP_code_84040.0,0.0
ZIP_code_84041.0,0.0
ZIP_code_84044.0,0.0
ZIP_code_84045.0,0.0
ZIP_code_84047.0,0.0
ZIP_code_84057.0,0.0
ZIP_code_84058.0,0.0
ZIP_code_84060.0,0.0
ZIP_code_84062.0,0.0
ZIP_code_84065.0,0.0
ZIP_code_84066.0,0.0
ZIP_code_84067.0,0.0
Company_90,0.0
ZIP_code_84074.0,0.0
ZIP_code_84075.0,0.0
ZIP_code_84078.0,0.0
Company_92,0.0
ZIP_code_84084.0,0.0
ZIP_code_84087.0,0.0
Company_93,0.0
ZIP_code_84093.0,0.0
ZIP_code_84094.0,0.0
ZIP_code_84095.0,0.0
ZIP_code_84097.0,0.0
ZIP_code_84098.0,0.0
ZIP_code_84101.0,0.0
ZIP_code_84102.0,0.0
ZIP_code_84104.0,0.0
ZIP_code_84106.0,0.0
ZIP_code_84107.0,0.0
Company_94,0.0
Company_95,0.0
ZIP_code_84115.0,0.0
ZIP_code_84116.0,0.0
ZIP_code_84117.0,0.0
ZIP_code_84118.0,0.0
ZIP_code_84119.0,0.0
ZIP_code_84120.0,0.0
ZIP_code_84121.0,0.0
ZIP_code_84123.0,0.0
ZIP_code_84124.0,0.0
ZIP_code_84125.0,0.0
ZIP_code_84128.0,0.0
ZIP_code_84129.0,0.0
ZIP_code_84137.0,0.0
Company_97,0.0
ZIP_code_84158.0,0.0
ZIP_code_84170.0,0.0
ZIP_code_84315.0,0.0
ZIP_code_84341.0,0.0
ZIP_code_84401.0,0.0
ZIP_code_84404.0,0.0
Company_98,0.0
ZIP_code_84414.0,0.0
Company_99,0.0
ZIP_code_84532.0,0.0
ZIP_code_84601.0,0.0
ZIP_code_84604.0,0.0
ZIP_code_84606.0,0.0
ZIP_code_84609.0,0.0
ZIP_code_84648.0,0.0
ZIP_code_84651.0,0.0
ZIP_code_84660.0,0.0
ZIP_code_84663.0,0.0
ZIP_code_84737.0,0.0
ZIP_code_84738.0,0.0
ZIP_code_84746.0,0.0
ZIP_code_84765.0,0.0
ZIP_code_84790.0,0.0
ZIP_code_85003.0,0.0
ZIP_code_85004.0,0.0
ZIP_code_85008.0,0.0
ZIP_code_85009.0,0.0
ZIP_code_85011.0,0.0
ZIP_code_85013.0,0.0
ZIP_code_85014.0,0.0
ZIP_code_85015.0,0.0
ZIP_code_85016.0,0.0
ZIP_code_85017.0,0.0
ZIP_code_85018.0,0.0
ZIP_code_85019.0,0.0
ZIP_code_85020.0,0.0
ZIP_code_85021.0,0.0
ZIP_code_85022.0,0.0
ZIP_code_85023.0,0.0
ZIP_code_85024.0,0.0
ZIP_code_85027.0,0.0
Company_101,0.0
ZIP_code_85029.0,0.0
Company_102,0.0
ZIP_code_85033.0,0.0
ZIP_code_85034.0,0.0
ZIP_code_85035.0,0.0
ZIP_code_85037.0,0.0
ZIP_code_85040.0,0.0
ZIP_code_85041.0,0.0
ZIP_code_85042.0,0.0
ZIP_code_85044.0,0.0
ZIP_code_85048.0,0.0
ZIP_code_8505.0,0.0
ZIP_code_85050.0,0.0
ZIP_code_85051.0,0.0
ZIP_code_85053.0,0.0
Company_107,0.0
ZIP_code_85066.0,0.0
Company_108,0.0
ZIP_code_85071.0,0.0
ZIP_code_85083.0,0.0
ZIP_code_85086.0,0.0
ZIP_code_85087.0,0.0
ZIP_code_8510.0,0.0
ZIP_code_85119.0,0.0
ZIP_code_85120.0,0.0
Company_109,0.0
ZIP_code_85123.0,0.0
ZIP_code_85128.0,0.0
ZIP_code_85138.0,0.0
ZIP_code_85140.0,0.0
ZIP_code_85142.0,0.0
ZIP_code_85143.0,0.0
ZIP_code_8515.0,0.0
ZIP_code_85173.0,0.0
ZIP_code_8520.0,0.0
ZIP_code_85201.0,0.0
ZIP_code_85202.0,0.0
ZIP_code_85203.0,0.0
ZIP_code_85204.0,0.0
ZIP_code_85205.0,0.0
ZIP_code_85206.0,0.0
Company_110,0.0
ZIP_code_85208.0,0.0
ZIP_code_85209.0,0.0
ZIP_code_85210.0,0.0
ZIP_code_85212.0,0.0
ZIP_code_85213.0,0.0
ZIP_code_85224.0,0.0
ZIP_code_85225.0,0.0
ZIP_code_85226.0,0.0
ZIP_code_85234.0,0.0
ZIP_code_85248.0,0.0
ZIP_code_85249.0,0.0
Company_111,0.0
ZIP_code_85254.0,0.0
ZIP_code_85255.0,0.0
ZIP_code_85257.0,0.0
ZIP_code_85258.0,0.0
ZIP_code_85259.0,0.0
ZIP_code_85260.0,0.0
ZIP_code_85266.0,0.0
ZIP_code_85268.0,0.0
ZIP_code_8527.0,0.0
ZIP_code_85274.0,0.0
ZIP_code_8528.0,0.0
ZIP_code_85281.0,0.0
ZIP_code_85282.0,0.0
ZIP_code_85283.0,0.0
ZIP_code_85286.0,0.0
ZIP_code_85295.0,0.0
ZIP_code_85296.0,0.0
ZIP_code_85297.0,0.0
ZIP_code_85298.0,0.0
ZIP_code_85301.0,0.0
ZIP_code_85302.0,0.0
ZIP_code_85303.0,0.0
ZIP_code_85304.0,0.0
ZIP_code_85305.0,0.0
ZIP_code_85306.0,0.0
ZIP_code_85308.0,0.0
ZIP_code_85323.0,0.0
ZIP_code_85325.0,0.0
ZIP_code_85326.0,0.0
ZIP_code_85331.0,0.0
ZIP_code_85335.0,0.0
ZIP_code_85338.0,0.0
Company_114,0.0
ZIP_code_8534.0,0.0
ZIP_code_85341.0,0.0
ZIP_code_85345.0,0.0
ZIP_code_85351.0,0.0
ZIP_code_85353.0,0.0
ZIP_code_8536.0,0.0
ZIP_code_85365.0,0.0
ZIP_code_85373.0,0.0
ZIP_code_85374.0,0.0
ZIP_code_85375.0,0.0
ZIP_code_85377.0,0.0
ZIP_code_85379.0,0.0
ZIP_code_85381.0,0.0
Company_116,0.0
ZIP_code_85383.0,0.0
ZIP_code_85387.0,0.0
ZIP_code_85388.0,0.0
ZIP_code_85392.0,0.0
ZIP_code_85395.0,0.0
ZIP_code_85396.0,0.0
ZIP_code_8540.0,0.0
ZIP_code_8544.0,0.0
ZIP_code_8551.0,0.0
ZIP_code_85546.0,0.0
ZIP_code_8561.0,0.0
ZIP_code_85614.0,0.0
ZIP_code_85624.0,0.0
ZIP_code_85629.0,0.0
ZIP_code_85635.0,0.0
ZIP_code_85637.0,0.0
ZIP_code_85641.0,0.0
ZIP_code_85648.0,0.0
ZIP_code_85653.0,0.0
ZIP_code_85658.0,0.0
ZIP_code_85704.0,0.0
ZIP_code_85705.0,0.0
ZIP_code_85706.0,0.0
ZIP_code_85708.0,0.0
ZIP_code_85710.0,0.0
ZIP_code_85711.0,0.0
ZIP_code_85712.0,0.0
ZIP_code_85713.0,0.0
ZIP_code_85714.0,0.0
ZIP_code_85715.0,0.0
ZIP_code_85718.0,0.0
ZIP_code_85719.0,0.0
ZIP_code_85730.0,0.0
ZIP_code_85737.0,0.0
ZIP_code_85741.0,0.0
ZIP_code_85743.0,0.0
ZIP_code_85745.0,0.0
ZIP_code_85746.0,0.0
ZIP_code_85747.0,0.0
ZIP_code_85749.0,0.0
ZIP_code_8575.0,0.0
ZIP_code_85750.0,0.0
ZIP_code_85751.0,0.0
ZIP_code_85755.0,0.0
ZIP_code_85901.0,0.0
ZIP_code_85920.0,0.0
ZIP_code_85929.0,0.0
ZIP_code_85937.0,0.0
ZIP_code_85938.0,0.0
ZIP_code_86001.0,0.0
ZIP_code_86004.0,0.0
ZIP_code_86023.0,0.0
ZIP_code_86082.0,0.0
ZIP_code_8610.0,0.0
ZIP_code_8611.0,0.0
ZIP_code_8618.0,0.0
ZIP_code_8619.0,0.0
ZIP_code_8620.0,0.0
ZIP_code_8628.0,0.0
ZIP_code_86301.0,0.0
ZIP_code_86303.0,0.0
ZIP_code_86305.0,0.0
ZIP_code_86315.0,0.0
ZIP_code_86323.0,0.0
ZIP_code_86327.0,0.0
Company_117,0.0
ZIP_code_8638.0,0.0
ZIP_code_8640.0,0.0
ZIP_code_86401.0,0.0
ZIP_code_86403.0,0.0
ZIP_code_86404.0,0.0
ZIP_code_86409.0,0.0
Company_118,0.0
ZIP_code_86440.0,0.0
ZIP_code_86442.0,0.0
ZIP_code_86445.0,0.0
ZIP_code_8648.0,0.0
Company_119,0.0
ZIP_code_8691.0,0.0
ZIP_code_87002.0,0.0
ZIP_code_87008.0,0.0
ZIP_code_8701.0,0.0
ZIP_code_87013.0,0.0
ZIP_code_87020.0,0.0
Company_120,0.0
ZIP_code_87042.0,0.0
ZIP_code_87043.0,0.0
ZIP_code_87048.0,0.0
ZIP_code_87102.0,0.0
ZIP_code_87104.0,0.0
ZIP_code_87105.0,0.0
ZIP_code_87107.0,0.0
ZIP_code_87108.0,0.0
ZIP_code_87109.0,0.0
ZIP_code_87110.0,0.0
ZIP_code_87111.0,0.0
ZIP_code_87112.0,0.0
ZIP_code_87114.0,0.0
ZIP_code_87116.0,0.0
ZIP_code_87120.0,0.0
ZIP_code_87121.0,0.0
ZIP_code_87122.0,0.0
ZIP_code_87123.0,0.0
ZIP_code_87124.0,0.0
ZIP_code_87144.0,0.0
ZIP_code_8721.0,0.0
ZIP_code_8722.0,0.0
ZIP_code_8723.0,0.0
ZIP_code_8724.0,0.0
ZIP_code_8731.0,0.0
ZIP_code_87328.0,0.0
ZIP_code_8733.0,0.0
ZIP_code_87376.0,0.0
ZIP_code_8740.0,0.0
ZIP_code_87401.0,0.0
ZIP_code_87415.0,0.0
ZIP_code_8742.0,0.0
ZIP_code_87501.0,0.0
ZIP_code_87505.0,0.0
ZIP_code_87507.0,0.0
ZIP_code_87508.0,0.0
ZIP_code_8751.0,0.0
ZIP_code_87511.0,0.0
ZIP_code_8752.0,0.0
ZIP_code_87527.0,0.0
Company_121,0.0
ZIP_code_87533.0,0.0
ZIP_code_87567.0,0.0
ZIP_code_8757.0,0.0
ZIP_code_87571.0,0.0
ZIP_code_87574.0,0.0
ZIP_code_87578.0,0.0
ZIP_code_8758.0,0.0
ZIP_code_8759.0,0.0
ZIP_code_87701.0,0.0
ZIP_code_87710.0,0.0
ZIP_code_88001.0,0.0
ZIP_code_88005.0,0.0
ZIP_code_88007.0,0.0
ZIP_code_88012.0,0.0
ZIP_code_88021.0,0.0
ZIP_code_88033.0,0.0
ZIP_code_88047.0,0.0
ZIP_code_88048.0,0.0
ZIP_code_8805.0,0.0
ZIP_code_88063.0,0.0
ZIP_code_8807.0,0.0
ZIP_code_88101.0,0.0
ZIP_code_8812.0,0.0
ZIP_code_8816.0,0.0
ZIP_code_8817.0,0.0
ZIP_code_8818.0,0.0
ZIP_code_8820.0,0.0
Company_122,0.0
ZIP_code_88203.0,0.0
ZIP_code_88210.0,0.0
ZIP_code_88220.0,0.0
ZIP_code_8824.0,0.0
ZIP_code_88240.0,0.0
ZIP_code_8830.0,0.0
ZIP_code_8831.0,0.0
ZIP_code_88310.0,0.0
ZIP_code_88346.0,0.0
ZIP_code_8835.0,0.0
ZIP_code_88365.0,0.0
ZIP_code_8840.0,0.0
ZIP_code_8844.0,0.0
ZIP_code_8848.0,0.0
ZIP_code_8850.0,0.0
ZIP_code_8852.0,0.0
ZIP_code_8853.0,0.0
ZIP_code_8854.0,0.0
ZIP_code_8857.0,0.0
ZIP_code_8859.0,0.0
ZIP_code_8861.0,0.0
ZIP_code_8865.0,0.0
ZIP_code_8872.0,0.0
ZIP_code_8873.0,0.0
ZIP_code_8875.0,0.0
ZIP_code_8876.0,0.0
ZIP_code_8880.0,0.0
ZIP_code_8882.0,0.0
ZIP_code_8886.0,0.0
ZIP_code_8889.0,0.0
ZIP_code_8901.0,0.0
ZIP_code_8903.0,0.0
ZIP_code_8904.0,0.0
ZIP_code_89101.0,0.0
ZIP_code_89102.0,0.0
ZIP_code_89103.0,0.0
ZIP_code_89104.0,0.0
ZIP_code_89106.0,0.0
